name,api success fail
3c774feb5aa22272ab9f040352e8547125c5c767.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 21 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 4 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 0,RegOpenKeyExA 59 362,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 886 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 844 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 30 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 921 0,"
8f57b090cc5461813d5f42f114a7dd663eb0cd7b.exe,"NtOpenSection 0 3,GetVolumePathNameW 1 0,GetForegroundWindow 1209 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 26 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 146 48,NtDelayExecution 445 0,SetErrorMode 18 0,RegOpenKeyExA 77 8,GetCursorPos 113 0,RtlRemoveVectoredExceptionHandler 1 0,GetTempPathW 1 0,NtCreateFile 38 7,GetSystemTimeAsFileTime 45 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 2 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 535 0,DeviceIoControl 1 0,NtQueryKey 557 3,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 11 0,OpenServiceW 2 0,NtQueryValueKey 207 142,getsockname 4 0,RegQueryValueExW 51 158,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 2 0,LdrGetDllHandle 4273 19,NtQuerySystemInformation 209 0,NtSetValueKey 10 0,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 4 0,LoadStringW 25 0,GetVolumeNameForVolumeMountPointW 3 3,NtProtectVirtualMemory 227 0,CertCreateCertificateContext 2 0,CoInitializeEx 7 4,RegDeleteValueW 0 1,GlobalMemoryStatus 208 0,socket 12 0,RegSetValueExW 512 0,LdrGetProcedureAddress 6201 0,NtOpenThread 4 0,CopyFileW 1 0,NtEnumerateKey 2 1,NtOpenDirectoryObject 3 0,LdrLoadDll 108 0,UuidCreate 7 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 20 0,RegCloseKey 759 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 4 0,NtCreateKey 3 0,WSAStartup 5 0,NtTerminateThread 1 0,NtTerminateProcess 2 4,SendNotifyMessageW 2 0,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 421 0,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 136 0,ReadProcessMemory 112 0,CreateDirectoryW 1 6,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 3 0,CoCreateInstance 30 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 49 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 3 1,NtClose 2714 6,RegDeleteKeyW 0 1,NtOpenProcess 572 23,CryptHashData 25 0,NtFreeVirtualMemory 40 0,Process32NextW 735 23,SizeofResource 54 0,NtMapViewOfSection 18 0,Process32FirstW 23 0,GetKeyState 631 0,LdrUnloadDll 34 0,CertOpenStore 4 0,OleInitialize 0 3,NtOpenFile 13 0,SetFilePointer 28 0,NtUnmapViewOfSection 19 0,NtQueryDirectoryFile 8 6,SetUnhandledExceptionFilter 0 1,__exception__ 1 0,NtQueryAttributesFile 2 0,NtCreateMutant 715 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 105 38,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 200 237,OpenSCManagerA 2 0,"
2ef92e2d8b09c7bb344b879107d4c6dbe02ea070.exe,"NtOpenSection 0 3,GetVolumePathNameW 2 0,GetForegroundWindow 1210 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 25 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 152 49,NtDelayExecution 409 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 77 7,GetCursorPos 108 0,CertCreateCertificateContext 2 0,GetTempPathW 1 0,NtCreateFile 36 7,GetSystemTimeAsFileTime 48 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 531 0,DeviceIoControl 2 0,NtQueryKey 324 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 9 0,OpenServiceW 2 0,NtSetValueKey 6 0,NtQueryValueKey 179 133,getsockname 4 0,RegQueryValueExW 54 158,NtMapViewOfSection 10 0,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 6 0,LdrGetDllHandle 4066 23,NtQuerySystemInformation 209 0,NtEnumerateValueKey 0 2,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 8 0,LoadStringW 26 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 237 0,CoInitializeEx 9 0,RegDeleteValueW 0 1,GlobalMemoryStatus 204 0,socket 12 0,RegSetValueExW 508 0,LdrGetProcedureAddress 6019 0,NtOpenThread 3 0,CopyFileW 1 0,NtEnumerateKey 4 3,LdrLoadDll 108 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 11 0,RegCloseKey 758 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 4 0,NtCreateKey 3 0,WSAStartup 5 0,NtTerminateProcess 2 4,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 508 0,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 129 0,ReadProcessMemory 112 0,CreateDirectoryW 1 4,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 3 0,CoCreateInstance 21 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 47 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 2 1,NtClose 2543 6,NtOpenProcess 553 23,CryptHashData 25 0,NtFreeVirtualMemory 35 1,Process32NextW 720 23,SizeofResource 54 0,NtOpenDirectoryObject 3 0,Process32FirstW 23 0,GetKeyState 604 0,LdrUnloadDll 25 0,CertOpenStore 4 0,NtOpenFile 10 0,SetFilePointer 28 0,NtUnmapViewOfSection 14 0,NtQueryDirectoryFile 5 6,SetUnhandledExceptionFilter 0 1,NtQueryAttributesFile 2 0,NtCreateMutant 701 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 111 56,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 157 122,OpenSCManagerA 2 0,"
28fa9f9c95543d9bc25e173342faf5cb0c0baa65.exe,"NtOpenSection 0 3,GetVolumePathNameW 2 0,GetForegroundWindow 1234 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 24 8,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 120 36,NtDelayExecution 451 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 77 7,GetCursorPos 112 0,RtlRemoveVectoredExceptionHandler 1 0,GetTempPathW 1 0,NtCreateFile 37 9,GetSystemTimeAsFileTime 44 0,GlobalMemoryStatusEx 3 0,LoadResource 58 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 8 0,RegCreateKeyExW 526 0,DeviceIoControl 2 0,NtQueryKey 498 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 10 0,OpenServiceW 2 0,LookupPrivilegeValueW 1 0,NtQueryValueKey 212 141,getsockname 4 0,RegQueryValueExW 26 58,CreateActCtxW 3 2,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 6 0,LdrGetDllHandle 4204 19,NtQuerySystemInformation 205 0,NtSetValueKey 10 0,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 5 0,LoadStringW 25 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CertCreateCertificateContext 2 0,CoInitializeEx 9 4,RegDeleteValueW 0 1,GlobalMemoryStatus 202 0,socket 12 0,RegSetValueExW 503 0,LdrGetProcedureAddress 6181 0,NtOpenThread 4 0,CopyFileW 1 0,NtEnumerateKey 2 1,NtOpenDirectoryObject 3 0,LdrLoadDll 97 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 18 0,RegCloseKey 723 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 2 0,NtCreateKey 3 0,MoveFileWithProgressW 1 0,WSAStartup 5 0,NtTerminateThread 1 0,NtTerminateProcess 2 4,SendNotifyMessageW 2 0,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 791 4,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 127 0,ReadProcessMemory 113 0,CreateDirectoryW 2 4,DeleteFileW 3 0,SHGetFolderPathW 25 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 4 0,CoCreateInstance 29 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,NtCreateSection 8 0,NtOpenMutant 0 11,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 49 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 30 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 4 1,NtClose 2696 6,RegDeleteKeyW 0 1,NtOpenProcess 571 23,CryptHashData 25 0,NtFreeVirtualMemory 27 0,Process32NextW 738 23,SizeofResource 55 0,SetFileTime 2 0,NtMapViewOfSection 11 0,Process32FirstW 23 0,GetKeyState 653 0,LdrUnloadDll 36 0,CertOpenStore 4 0,NtOpenFile 13 0,SetFilePointer 28 0,NtUnmapViewOfSection 20 0,NtQueryDirectoryFile 7 7,SetUnhandledExceptionFilter 0 1,__exception__ 1 0,NtQueryAttributesFile 2 0,NtCreateMutant 720 0,GetAddrInfoW 0 1,FindResourceExW 2 0,bind 4 0,NtOpenKey 98 38,OpenSCManagerW 2 0,FindResourceW 56 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 191 210,OpenSCManagerA 2 0,"
8bdfb031f9c69c3a62253fc296a36cf4be242999.exe,"NtOpenSection 0 3,GetVolumePathNameW 1 0,GetForegroundWindow 1247 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 25 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 152 49,NtDelayExecution 419 0,SetErrorMode 18 0,RegOpenKeyExA 77 7,GetCursorPos 110 0,CertCreateCertificateContext 2 0,GetTempPathW 1 0,NtCreateFile 34 7,GetSystemTimeAsFileTime 47 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 544 0,DeviceIoControl 1 0,NtQueryKey 328 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 9 0,OpenServiceW 2 0,NtSetValueKey 12 0,NtQueryValueKey 208 133,getsockname 4 0,RegQueryValueExW 54 158,NtMapViewOfSection 11 0,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 2 0,LdrGetDllHandle 4066 23,NtQuerySystemInformation 215 0,NtEnumerateValueKey 0 2,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 8 0,LoadStringW 26 0,GetVolumeNameForVolumeMountPointW 3 3,NtProtectVirtualMemory 233 0,CoInitializeEx 9 0,RegDeleteValueW 0 1,GlobalMemoryStatus 210 0,socket 12 0,RegSetValueExW 521 0,LdrGetProcedureAddress 5992 0,NtOpenThread 3 0,CopyFileW 1 0,NtEnumerateKey 4 3,LdrLoadDll 109 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 11 0,RegCloseKey 771 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 4 0,NtCreateKey 6 0,WSAStartup 5 0,NtTerminateProcess 2 4,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 538 0,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 134 0,ReadProcessMemory 112 0,CreateDirectoryW 1 4,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 3 0,CoCreateInstance 21 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 45 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 2 1,NtClose 2533 6,NtOpenProcess 550 23,CryptHashData 25 0,NtFreeVirtualMemory 30 1,Process32NextW 717 23,SizeofResource 54 0,NtOpenDirectoryObject 3 0,Process32FirstW 23 0,GetKeyState 680 0,LdrUnloadDll 25 0,CertOpenStore 4 0,NtOpenFile 10 0,SetFilePointer 28 0,NtUnmapViewOfSection 15 0,NtQueryDirectoryFile 5 6,SetUnhandledExceptionFilter 0 1,NtQueryAttributesFile 2 0,NtCreateMutant 697 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 111 56,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 157 123,OpenSCManagerA 2 0,"
9f84351bde375f5887df9860d79691026a0eeacc.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 42 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 4 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 1,RegOpenKeyExA 62 363,NtOpenDirectoryObject 1 0,NtQuerySystemInformation 1 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 164 0,LdrGetDllHandle 705 2,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 848 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 0 3,"
8f530319bb458c833fde54a8350bde377baa50d2.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 3 0,connect 0 3,NtAllocateVirtualMemory 26 0,RegOpenKeyExA 63 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
9dbc7f99fd8ca2dbe9a8bfe4db9ac7a30e2f42fd.exe,
9ade30edabf8c2ad21c433f99ae7646c8f8a8ca5.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 52 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtOpenDirectoryObject 1 0,FindFirstFileExW 4 161,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 9 2,NtDelayExecution 4 0,StartServiceA 1 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 59 362,NtFreeVirtualMemory 5 0,NtQuerySystemInformation 1 0,NtEnumerateValueKey 0 1,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 4 4,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 4 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 157 0,LdrGetDllHandle 696 2,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 14 9,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 839 0,RegSetValueExA 1 0,NtEnumerateKey 1 1,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 2 9,"
0e9b7236c5686e9e130e528dbdd3244a133e80e8.exe,"NtOpenSection 0 3,GetVolumePathNameW 2 0,GetForegroundWindow 1226 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 2 2,GetFileAttributesW 24 8,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 120 36,NtDelayExecution 437 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 77 7,GetCursorPos 114 0,RtlRemoveVectoredExceptionHandler 1 0,GetTempPathW 1 0,NtCreateFile 39 9,GetSystemTimeAsFileTime 41 0,GlobalMemoryStatusEx 3 0,LoadResource 55 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 8 0,RegCreateKeyExW 537 0,DeviceIoControl 2 0,NtQueryKey 332 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 77,EnumWindows 10 0,OpenServiceW 2 0,LookupPrivilegeValueW 1 0,NtQueryValueKey 193 121,getsockname 4 0,RegQueryValueExW 26 58,CreateActCtxW 3 1,NtDeviceIoControlFile 24 1,NtReadFile 17 3,NtWriteFile 6 0,LdrGetDllHandle 4202 19,NtQuerySystemInformation 209 0,NtSetValueKey 6 0,CreateDirectoryExW 1 0,CreateThread 11 0,GetSystemDirectoryW 4 0,LoadStringW 26 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CertCreateCertificateContext 2 0,CoInitializeEx 9 0,RegDeleteValueW 0 1,GlobalMemoryStatus 206 0,socket 12 0,RegSetValueExW 514 0,LdrGetProcedureAddress 6111 0,NtOpenThread 4 0,CopyFileW 1 0,NtEnumerateKey 2 1,NtOpenDirectoryObject 3 0,LdrLoadDll 94 0,UuidCreate 6 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 23 0,CoUninitialize 12 0,RegCloseKey 735 0,LookupAccountSidW 58 58,GetBestInterfaceEx 1 1,GetNativeSystemInfo 2 0,NtCreateKey 3 0,MoveFileWithProgressW 1 0,WSAStartup 5 0,NtTerminateThread 1 0,NtTerminateProcess 2 4,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 680 0,NtCreateThreadEx 3 0,GetFileSize 0 7,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 128 0,ReadProcessMemory 113 0,CreateDirectoryW 2 4,DeleteFileW 3 0,SHGetFolderPathW 25 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 10 0,GetFileSizeEx 4 0,CoCreateInstance 19 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 83 0,FindFirstFileExW 17 4,closesocket 8 0,NtCreateSection 8 0,NtOpenMutant 0 11,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 49 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 20 0,InternetCrackUrlW 1 0,GetSystemInfo 8 0,FindWindowW 2 1,NtClose 2620 6,NtOpenProcess 568 23,CryptHashData 25 0,NtFreeVirtualMemory 39 0,Process32NextW 739 23,SizeofResource 54 0,SetFileTime 2 0,NtMapViewOfSection 10 0,Process32FirstW 23 0,GetKeyState 666 0,LdrUnloadDll 33 0,CertOpenStore 4 0,NtOpenFile 13 0,SetFilePointer 28 0,NtUnmapViewOfSection 19 0,NtQueryDirectoryFile 7 7,SetUnhandledExceptionFilter 0 1,__exception__ 1 0,NtQueryAttributesFile 2 0,NtCreateMutant 720 0,GetAddrInfoW 0 1,bind 4 0,NtOpenKey 86 38,OpenSCManagerW 2 0,FindResourceW 55 0,CertControlStore 10 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 163 124,OpenSCManagerA 2 0,"
5c0c59e35e7094fc50bd771807ddd993c58604cd.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 62 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
